"ID"	"PROTEIN_NAME"	"NAME"	"SYNONYMS"	"TYPE"	"EXPRESSION_PROFIL"	"DESCRIPTION"	"PROTEIN_DOMAINS"	"CHROMOSOME"	"NT_START"	"NT_END"	"NB_IES"	"CTIP_early_log2FC"	"CTIP_early_padj"	"CTIP_early_REG"	"CTIP_inter_log2FC"	"CTIP_inter_padj"	"CTIP_inter_REG"	"KU80c_log2FC"	"KU80c_padj"	"KU80c_REG"	"PGM_log2FC"	"PGM_padj"	"PGM_REG"	"XRCC4_log2FC"	"XRCC4_padj"	"XRCC4_REG"	"TurboPGM_log2FC"	"TurboPGM_.log10pval"	"TurboPGML4_log2FC"	"TurboPGML4_.log10pval"	"Motif"	"Motif_STRAND"	"Motif_50_70"
"PTET.51.1.G0110289"	"PTET.51.1.P0110289"	"PTET.51.1.G0110289"	"PIE2, PDSG2"	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_11"	452272	453644	0	-6.64035129273964	0.0011692910684066	"Down-regulated"	-4.82740134527766	0.000214422292960019	"Down-regulated"	3.38411221291911	0.000281477587329986	"Up-regulated"	4.08280327668231	1.48928920771158e-05	"Up-regulated"	4.82126783834966	8.08910455100821e-05	"Up-regulated"	NA	NA	NA	NA	2	"moins"	TRUE
"PTET.51.1.G0120071"	"PTET.51.1.P0120071"	"PTET.51.1.G0120071"	""	"Coding Gene"	"Intermediate peak"	"HTH CenpB-type DNA-binding domain"	"hth cenpb type dna binding domain; coiled coil domain"	"scaffold51_12"	122141	124154	1	-1.4401975829689	0.0230443524872509	"Down-regulated"	-1.71973939075481	2.50530771269211e-05	"Down-regulated"	1.84807330553426	6.03673480141513e-11	"Up-regulated"	1.67050201427974	1.21378490929364e-08	"Up-regulated"	1.72627493411834	3.82978007309695e-06	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0120376"	"PTET.51.1.P0120376"	"PTET.51.1.G0120376"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_12"	623186	623489	0	-3.64497524448184	0.00448620835417369	"Down-regulated"	-3.47090613459811	1.72411811633069e-05	"Down-regulated"	1.73612228197631	0.00311288644599733	"Up-regulated"	2.46130335770269	2.75159007809887e-05	"Up-regulated"	2.75753268119188	0.000398689117633898	"Up-regulated"	NA	NA	NA	NA	1	"plus"	TRUE
"PTET.51.1.G0150242"	"PTET.51.1.P0150242"	"KU70a"	"ku70-1"	"Coding Gene"	"Intermediate peak"	"Ku70"	"ku70; spoc like c terminal domain; von willebrand factor type a; ku70 ku80 beta barrel domain; ku70 ku80 n terminal alpha beta; ku70 ku80 c terminal arm; ku70 bridge and pillars domain; ku70 ku80 n terminal alpha beta domain"	"scaffold51_15"	431783	433726	0	NA	NA	NA	-2.46752665211951	0.000923229095792873	"Down-regulated"	3.63980395067196	2.70443049474956e-13	"Up-regulated"	3.11187210771695	1.93120911123667e-09	"Up-regulated"	2.94634639681398	1.15309649370287e-05	"Up-regulated"	"4,444286128"	"3,08570817"	"2,913844305"	"2,980325884"	3	"both"	TRUE
"PTET.51.1.G0170233"	"PTET.51.1.P0170233"	"PTET.51.1.G0170233"	"EZL4, EZL, PTETG1700020001"	"Coding Gene"	"Intermediate peak"	"SET domain"	"set domain; coiled coil domain; cxc domain"	"scaffold51_17"	410629	413016	0	-1.95519304598428	0.0313188076701821	"Down-regulated"	-2.49319033260782	2.13517406032702e-05	"Down-regulated"	3.26134505094804	2.36686284205599e-16	"Up-regulated"	2.70152189316085	7.20221218527472e-11	"Up-regulated"	2.01676112683137	0.000341169510990883	"Up-regulated"	NA	NA	NA	NA	2	"plus"	TRUE
"PTET.51.1.G0230221"	"PTET.51.1.P0230221"	"PTET.51.1.G0230221"	""	"Coding Gene"	"Intermediate peak"	"WD40-repeat-containing domain"	"wd40 repeat containing domain"	"scaffold51_23"	371367	373276	0	-2.83071783270103	0.00155600226352187	"Down-regulated"	-3.00323599577833	5.104261223352e-07	"Down-regulated"	2.76119455558205	3.18375839053863e-12	"Up-regulated"	2.29328932441188	2.92946579160964e-08	"Up-regulated"	2.1013565768622	0.000120079564070119	"Up-regulated"	NA	NA	"3,023026934"	"1,401263233"	1	"plus"	TRUE
"PTET.51.1.G0260213"	"PTET.51.1.P0260213"	"PTET.51.1.G0260213"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"coiled coil domain"	"scaffold51_26"	351140	353433	0	-4.57493598276908	0.00612148818698651	"Down-regulated"	-4.08226234161332	0.000133220220498865	"Down-regulated"	3.49901984205679	3.5938248291554e-06	"Up-regulated"	3.1875509438936	4.25242398740942e-05	"Up-regulated"	3.25347246384072	0.00248470983120697	"Up-regulated"	"6,27660312"	"1,862266375"	"5,650131716"	"1,921159652"	1	"moins"	TRUE
"PTET.51.1.G0310084"	"PTET.51.1.P0310084"	"PTET.51.1.G0310084"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"coiled coil domain"	"scaffold51_31"	165870	166898	0	-3.15752035617532	0.008272042666368	"Down-regulated"	-3.29260034582887	1.2747206243387e-05	"Down-regulated"	2.36714465894538	1.00062470146073e-05	"Up-regulated"	2.42105060964062	1.04918466644762e-05	"Up-regulated"	1.73871301965652	0.0372783186325906	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0350183"	"PTET.51.1.P0350183"	"PTET.51.1.G0350183"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_35"	295734	297345	0	-5.5199177429629	0.00232105827523124	"Down-regulated"	-4.1535764886547	0.000363549969937727	"Down-regulated"	4.80225459355571	1.8427751419543e-09	"Up-regulated"	4.41479116929408	9.95163933660984e-08	"Up-regulated"	4.29841560846855	7.51691769525644e-05	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0370143"	"PTET.51.1.P0370143"	"PTET.51.1.G0370143"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_37"	232981	234627	0	-2.80243893576593	0.0179927786522872	"Down-regulated"	-3.24992662491263	1.72411811633069e-05	"Down-regulated"	3.23806034122071	5.87100295342887e-10	"Up-regulated"	2.85490032651199	1.52920848585678e-07	"Up-regulated"	2.34365310639524	0.00193376319980713	"Up-regulated"	NA	NA	"4,525950445"	"1,919380725"	1	"plus"	TRUE
"PTET.51.1.G0380169"	"PTET.51.1.P0380169"	"PTET.51.1.G0380169"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_38"	286274	287730	0	-5.92372612847638	0.00576451739046191	"Down-regulated"	-4.48009978221214	0.00132684231604417	"Down-regulated"	2.5741747791902	0.00940196172312205	"Up-regulated"	2.57494710937322	0.0106465055988356	"Up-regulated"	3.13099542941423	0.0352279899689967	"Up-regulated"	"3,746054787"	"2,966526779"	"4,495083013"	"3,570164053"	1	"moins"	TRUE
"PTET.51.1.G0390053"	"PTET.51.1.P0390053"	"PTET.51.1.G0390053"	""	"Coding Gene"	"Intermediate peak"	"Zinc finger, RING/FYVE/PHD-type"	"zinc finger ring fyve phd type; zinc finger c3hc4 type (ring finger); zinc finger ring type"	"scaffold51_39"	95270	96369	0	NA	NA	NA	-2.080236505883	0.00111550065499072	"Down-regulated"	3.79077729096122	4.4475426973701e-20	"Up-regulated"	2.8540237438745	4.31393599046368e-11	"Up-regulated"	1.68421478540792	0.00804581700345536	"Up-regulated"	NA	NA	NA	NA	3	"both"	TRUE
"PTET.51.1.G0400181"	"PTET.51.1.P0400181"	"PTET.51.1.G0400181"	""	"Coding Gene"	"Intermediate peak"	"Zinc finger, C2H2"	"zinc finger c2h2"	"scaffold51_40"	290356	290941	0	-5.08713719626373	0.00810325752702839	"Down-regulated"	-4.85174729768045	4.12319507680729e-05	"Down-regulated"	4.00787458489711	1.37884260983642e-06	"Up-regulated"	3.81477855729367	8.2782097906348e-06	"Up-regulated"	4.02378328977484	0.000408716252800221	"Up-regulated"	NA	NA	NA	NA	2	"both"	TRUE
"PTET.51.1.G0400261"	"PTET.51.1.P0400261"	"PTET.51.1.G0400261"	""	"Coding Gene"	"Intermediate peak"	"Bromo adjacent homology (BAH) domain"	"zinc finger fyve phd type; zinc finger ring fyve phd type; zinc finger phd finger; zinc finger phd type; bromo adjacent homology (bah) domain"	"scaffold51_40"	438304	439077	0	-5.00328537862524	0.0373777212108677	"Down-regulated"	-4.68090310161636	0.00373934186896137	"Down-regulated"	4.64665402301464	1.88361164226696e-05	"Up-regulated"	3.92396588452878	0.00046224608000393	"Up-regulated"	3.40496623354898	0.045713960745303	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0400276"	"PTET.51.1.P0400276"	"PTET.51.1.G0400276"	""	"Coding Gene"	"Intermediate peak"	"Myb-like domain"	"homeodomain like; coiled coil domain; myb like domain"	"scaffold51_40"	456347	457200	0	-3.98653191061764	0.017274230837628	"Down-regulated"	-4.05994195598969	0.000173306992376725	"Down-regulated"	4.39762457858206	4.15763432248573e-09	"Up-regulated"	3.56278487874615	5.08593519880818e-06	"Up-regulated"	3.21959620793564	0.00313288791902296	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0400281"	"PTET.51.1.P0400281"	"PTET.51.1.G0400281"	""	"Coding Gene"	"Intermediate peak"	"Histone H2A.Y"	""	"scaffold51_40"	461047	461678	0	-2.97595016128221	0.023564899064494	"Down-regulated"	-3.33047387218912	8.94424619212348e-05	"Down-regulated"	2.46716496674455	4.69515310401025e-05	"Up-regulated"	2.18636927052374	0.000446972741620536	"Up-regulated"	1.87840619956294	0.0478755975743809	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0430205"	"PTET.51.1.P0430205"	"PTET.51.1.G0430205"	""	"Coding Gene"	"Intermediate peak"	"Armadillo-type fold"	"condensin subunit 1 condensin 2 complex subunit d3; non smc mitotic condensation complex subunit 1; armadillo type fold; armadillo like helical; coiled coil domain"	"scaffold51_43"	331775	335184	0	-4.41139448429968	0.00539471670913308	"Down-regulated"	-4.00091084127112	8.00874933455481e-05	"Down-regulated"	3.18487408916467	9.75425606648199e-06	"Up-regulated"	2.72432878852604	0.00024634316820543	"Up-regulated"	2.50140675907726	0.0225122858821737	"Up-regulated"	"3,393605297"	"2,460067417"	"2,634617634"	"2,020251097"	1	"moins"	TRUE
"PTET.51.1.G0440186"	"PTET.51.1.P0440186"	"PTET.51.1.G0440186"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"coiled coil domain"	"scaffold51_44"	316225	318613	0	-4.24984611604053	0.00362954260494907	"Down-regulated"	-3.6654450070009	8.78695562072809e-05	"Down-regulated"	2.72423912837497	4.43886219811599e-05	"Up-regulated"	2.63693508006295	0.000112385625182652	"Up-regulated"	2.1171946798509	0.0413356383403832	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0480139"	"PTET.51.1.P0480139"	"PTET.51.1.G0480139"	"PTETG4800011001"	"Coding Gene"	"Intermediate peak"	"Peptidase C48, SUMO/Sentrin/Ubl1"	"peptidase c48 sumo sentrin ubl1; coiled coil domain; ulp1 protease family c terminal catalytic domain"	"scaffold51_48"	238755	240221	0	NA	NA	NA	-1.81198679828046	0.00160649518499896	"Down-regulated"	3.13642284257041	6.66753434953561e-17	"Up-regulated"	2.52364649597605	1.26293968886704e-10	"Up-regulated"	2.03261446969946	9.99408677176768e-05	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0490162"	"PTET.51.1.P0490162"	"PGM"	"PiggyMac"	"Coding Gene"	"Intermediate peak"	"PiggyBac transposable element-derived protein"	"piggybac transposable element derived protein; coiled coil domain; transposase is4"	"scaffold51_49"	287892	291182	0	-2.90417135515082	0.00167235440896278	"Down-regulated"	-2.47749245977292	3.03659564418864e-05	"Down-regulated"	2.23632478744024	8.64984669105518e-08	"Up-regulated"	1.07089484321013	0.0168072559705203	"Up-regulated"	1.51334969913124	0.0180872007629991	"Up-regulated"	"4,453123165"	"3,400114438"	"2,759452977"	"2,049585271"	1	"plus"	TRUE
"PTET.51.1.G0500162"	"PTET.51.1.P0500162"	"PTET.51.1.G0500162"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"coiled coil domain"	"scaffold51_50"	248387	249846	0	-5.09830731190238	0.00995269926836477	"Down-regulated"	-4.54074365430599	0.00036635278872733	"Down-regulated"	3.3324925275575	0.000231226583039446	"Up-regulated"	3.45163267886417	0.000176500382989098	"Up-regulated"	3.81852880611589	0.00261968567079237	"Up-regulated"	"4,063422454"	"3,735949924"	"4,583623153"	"4,804891857"	1	"moins"	TRUE
"PTET.51.1.G0510172"	"PTET.51.1.P0510172"	"PGML5b"	""	"Coding Gene"	"Intermediate peak"	"PiggyBac transposable element-derived protein"	"piggybac transposable element derived protein"	"scaffold51_51"	360261	363299	1	-3.02700865659798	0.0285464913162174	"Down-regulated"	-3.37877959732214	0.000185984149296528	"Down-regulated"	3.17988960671209	4.91618019176212e-07	"Up-regulated"	2.37782675938159	0.000307452250523848	"Up-regulated"	2.27508242156548	0.0184004505198568	"Up-regulated"	NA	NA	"4,848781057"	"3,660421808"	1	"plus"	TRUE
"PTET.51.1.G0550004"	"PTET.51.1.P0550004"	"PTET.51.1.G0550004"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"coiled coil domain"	"scaffold51_55"	7191	7493	0	-4.71468719684659	0.0107140334351595	"Down-regulated"	-4.77124570012118	3.42855879829332e-05	"Down-regulated"	4.29823004035893	7.21421904370673e-08	"Up-regulated"	3.82808493947142	3.75677798328089e-06	"Up-regulated"	4.15745302078681	0.000123409060919807	"Up-regulated"	NA	NA	NA	NA	2	"both"	TRUE
"PTET.51.1.G0550130"	"PTET.51.1.P0550130"	"PTET.51.1.G0550130"	""	"Coding Gene"	"Intermediate peak"	"Zinc finger, PARP-type"	"zinc finger parp type; poly(adp ribose) polymerase and dna ligase zn finger region"	"scaffold51_55"	211888	212393	0	-4.86570959002908	0.0229386897832844	"Down-regulated"	-4.91203146025162	0.000403210954253264	"Down-regulated"	4.28744257881098	9.965343040389e-06	"Up-regulated"	4.4949831512009	6.09152088893627e-06	"Up-regulated"	5.01998549579237	0.00010738069480795	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0560087"	"PTET.51.1.P0560087"	"PTET.51.1.G0560087"	""	"Coding Gene"	"Intermediate peak"	"Armadillo-type fold"	"armadillo type fold; armadillo like helical"	"scaffold51_56"	137911	139369	0	-3.37167513234483	0.0123725697316456	"Down-regulated"	-3.64068840284045	2.49405246722676e-05	"Down-regulated"	3.20225052316656	1.33333133205291e-07	"Up-regulated"	2.66763545925872	2.38305897749976e-05	"Up-regulated"	2.29103592926674	0.0121806492500075	"Up-regulated"	NA	NA	NA	NA	1	"plus"	TRUE
"PTET.51.1.G0570051"	"PTET.51.1.P0570051"	"PGML5a"	""	"Coding Gene"	"Intermediate peak"	"PiggyBac transposable element-derived protein"	"piggybac transposable element derived protein"	"scaffold51_57"	94073	97151	1	-3.81101356095484	0.00426124237520525	"Down-regulated"	-3.5403914865838	3.42776394011928e-05	"Down-regulated"	4.76936979894158	4.05376945486234e-16	"Up-regulated"	3.89328726031197	1.94229806356666e-10	"Up-regulated"	3.07634867107874	0.000181705401988817	"Up-regulated"	"3,756320932"	"2,786013942"	"6,429337214"	"3,506559637"	2	"both"	TRUE
"PTET.51.1.G0590135"	"PTET.51.1.P0590135"	"PTET.51.1.G0590135"	"PtSMC4-2, SMC4"	"Coding Gene"	"Intermediate peak"	"RecF/RecN/SMC, N-terminal"	"recf recn smc n terminal; smcs flexible hinge; p loop containing nucleoside triphosphate hydrolase; coiled coil domain; aaa domain putative abieii toxin type iv ta system; smc proteins flexible hinge domain; recf recn smc n terminal domain"	"scaffold51_59"	209876	213578	0	-4.24380439043779	0.0090962354795276	"Down-regulated"	-4.37565535058539	2.49405246722676e-05	"Down-regulated"	4.19679291188537	7.72650544924492e-09	"Up-regulated"	3.42659848811024	6.22648093068566e-06	"Up-regulated"	2.50143244800108	0.0278392891334093	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0610198"	"PTET.51.1.P0610198"	"mtFL9A"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"coiled coil domain"	"scaffold51_61"	319874	321927	0	-2.77493201978729	0.0124240847166318	"Down-regulated"	-3.15342667004601	9.66997087512729e-06	"Down-regulated"	3.19461392911444	8.94978029318031e-11	"Up-regulated"	2.68668197982234	1.70598825119183e-07	"Up-regulated"	2.45324151961702	0.00036334895684368	"Up-regulated"	NA	NA	NA	NA	2	"both"	TRUE
"PTET.51.1.G0620188"	"PTET.51.1.P0620188"	"PHD-finger_Swart"	""	"Coding Gene"	"Intermediate peak"	"Zinc finger, PHD-type"	"zinc finger fyve phd type; phd zinc finger like domain; zinc finger ring fyve phd type; phd finger; zinc finger phd type; coiled coil domain; zinc finger phd finger; protein kinase c like phorbol ester diacylglycerol binding domain"	"scaffold51_62"	300446	301883	0	-2.47146845981099	0.0455154026443048	"Down-regulated"	-2.57225206287127	0.00197579244846813	"Down-regulated"	2.41381404029793	2.27698360955009e-05	"Up-regulated"	2.57230520653427	9.95481049494224e-06	"Up-regulated"	2.95672203739181	9.59186028722359e-05	"Up-regulated"	NA	NA	NA	NA	1	"plus"	TRUE
"PTET.51.1.G0630048"	"PTET.51.1.P0630048"	"PTET.51.1.G0630048"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_63"	73189	73900	0	NA	NA	NA	-3.11711923886216	0.00751562325813465	"Down-regulated"	4.28379957780508	1.49511409512786e-08	"Up-regulated"	3.48681551910738	1.00133397853454e-05	"Up-regulated"	2.67846842852604	0.022331736733803	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
"PTET.51.1.G0630147"	"PTET.51.1.P0630147"	"PTET.51.1.G0630147"	""	"Coding Gene"	"Intermediate peak"	"Coiled coil domain"	"coiled coil domain"	"scaffold51_63"	257372	258184	0	-1.85210848848236	0.0445624996203532	"Down-regulated"	-2.84556922536405	1.70284776155448e-06	"Down-regulated"	2.70464396698346	4.33675501292308e-11	"Up-regulated"	2.32210754107471	5.44041001533522e-08	"Up-regulated"	2.14831074234456	0.000147404410622708	"Up-regulated"	NA	NA	NA	NA	2	"both"	TRUE
"PTET.51.1.G0660063"	"PTET.51.1.P0660063"	"PTET.51.1.G0660063"	""	"Coding Gene"	"Intermediate peak"	"SANT/Myb domain"	"sant myb domain; homeodomain like; coiled coil domain; myb like domain; myb domain; myb like dna binding domain"	"scaffold51_66"	98328	99377	0	-2.4910923927266	0.0218031410988301	"Down-regulated"	-2.57254318648316	0.000269089882146172	"Down-regulated"	3.87538447701518	4.56358169313785e-16	"Up-regulated"	3.02883454766508	1.29302437918662e-09	"Up-regulated"	1.74970281544654	0.020233326619505	"Up-regulated"	NA	NA	"1,555171829"	"0,19904872"	2	"plus"	TRUE
"PTET.51.1.G0710091"	"PTET.51.1.P0710091"	"PTET.51.1.G0710091"	""	"Coding Gene"	"Intermediate peak"	"Peptidase M24, structural domain"	"fact complex subunit spt16p cdc68p; peptidase m24 structural domain; domain of unknown function duf1747; creatinase aminopeptidase p spt16 n terminal; fact complex subunit spt16 n terminal lobe domain; coiled coil domain; histone chaperone rttp106 like; fact complex subunit (spt16 cdc68)"	"scaffold51_71"	131020	134096	0	-3.66190095443288	0.00643412322707058	"Down-regulated"	-3.33659098140855	0.000106886982838103	"Down-regulated"	3.05564478027754	4.17509424233622e-07	"Up-regulated"	2.58010619036945	3.82759609010401e-05	"Up-regulated"	2.45552957113994	0.00544306370391576	"Up-regulated"	NA	NA	"4,447336758"	"1,55626374"	1	"plus"	TRUE
"PTET.51.1.G0710159"	"PTET.51.1.P0710159"	"PTET.51.1.G0710159"	""	"Coding Gene"	"Intermediate peak"	"Homeodomain-like"	"homeodomain like; sant myb domain; coiled coil domain; myb like domain; myb domain; myb like dna binding domain"	"scaffold51_71"	245136	246189	0	-2.95857267696592	0.00785083580867193	"Down-regulated"	-2.84475034877106	4.58087086922367e-05	"Down-regulated"	3.07321453212404	1.94595075890752e-10	"Up-regulated"	3.03757984255578	1.02062145477733e-09	"Up-regulated"	3.24950477855258	2.14890590764325e-07	"Up-regulated"	NA	NA	NA	NA	3	"both"	TRUE
"PTET.51.1.G0730158"	"PTET.51.1.P0730158"	"PTET.51.1.G0730158"	""	"Coding Gene"	"Intermediate peak"	""	""	"scaffold51_73"	269382	269738	0	-4.29130017570943	0.0400259005853339	"Down-regulated"	-4.26546046496151	0.00234589677531417	"Down-regulated"	3.97986894606526	3.21856896656524e-05	"Up-regulated"	3.32079949685101	0.000769503826902771	"Up-regulated"	3.21537861867515	0.0280259306888934	"Up-regulated"	NA	NA	NA	NA	3	"both"	TRUE
"PTET.51.1.G0750138"	"PTET.51.1.P0750138"	"PTET.51.1.G0750138"	""	"Coding Gene"	"Intermediate peak"	"Homeodomain-like"	"myb like dna binding domain; homeodomain like; sant myb domain; myb like domain"	"scaffold51_75"	228048	228979	0	-3.3491434037507	0.0496842681975607	"Down-regulated"	-3.5733138387572	0.00175164315198637	"Down-regulated"	2.50858200891319	0.00165064099281039	"Up-regulated"	2.46033332862975	0.00244300398668514	"Up-regulated"	2.7761984309513	0.0185842784691786	"Up-regulated"	NA	NA	NA	NA	1	"moins"	TRUE
